date,home_team,away_team,home_xg,away_xg,home_goals,away_goals,home_npxg,away_npxg,home_ppda,away_ppda
2021-11-21,Troyes,Saint-Etienne,1.191,1.24,0,1,1.19094,1.24032,14.555555555555555,10.818181818181818
2021-11-21,Metz,Bordeaux,1.327,2.682,3,3,1.32669,2.68178,11.592592592592593,8.392857142857142
2021-11-21,Clermont Foot,Nice,0.78,0.618,1,2,0.779709,0.617574,14.736842105263158,8.783783783783784
2021-11-26,Lens,Angers,1.603,2.002,2,2,1.60255,2.00176,10.03225806451613,13.714285714285714
2021-11-27,Lille,Nantes,1.468,0.359,1,1,0.707933,0.358991,7.44,11.333333333333334
2021-11-27,Nice,Metz,1.35,0.527,0,1,1.3496,0.526632,4.25,45.125
2021-11-28,Saint-Etienne,Paris Saint Germain,0.97,3.435,1,3,0.969955,3.43495,18.88235294117647,5.2
2021-11-28,Reims,Clermont Foot,0.708,0.27,1,0,0.707634,0.270002,13.793103448275861,9.92
2021-11-28,Bordeaux,Brest,1.457,2.266,1,2,1.4572,2.26589,5.826086956521739,23.58823529411765
2021-11-28,Lorient,Rennes,0.634,0.989,0,2,0.633986,0.989174,13.952380952380953,8.736842105263158
2021-11-28,Monaco,Strasbourg,1.582,0.945,1,1,0.822062,0.185037,8.23076923076923,18.5
2021-11-28,Montpellier,Lyon,1.022,1.179,0,1,1.02178,1.17882,15.38888888888889,7.388888888888889
2021-11-28,Marseille,Troyes,1.153,0.146,1,0,1.15323,0.145868,10.458333333333334,10.76
2021-12-01,Angers,Monaco,1.033,3.506,1,3,1.03304,3.50553,13.736842105263158,6.5
2021-12-01,Brest,Saint-Etienne,1.892,0.457,1,0,1.13187,0.456836,28.5,7.423076923076923
2021-12-01,Metz,Montpellier,1.475,1.412,1,3,1.47536,1.41193,13.958333333333334,11.571428571428571
2021-12-01,Strasbourg,Bordeaux,3.431,1.488,5,2,2.67116,1.48801,11.4,11.476190476190476
2021-12-01,Troyes,Lorient,1.122,0.434,2,0,1.12178,0.433668,10.375,13.545454545454545
2021-12-01,Clermont Foot,Lens,1.805,0.568,2,2,1.80535,0.568409,19.76923076923077,9.363636363636363
2021-12-01,Lyon,Reims,2.851,1.053,1,2,2.85052,1.05349,7.074074074074074,13.72
2021-12-01,Nantes,Marseille,0.174,1.637,0,1,0.174142,1.63717,46.72727272727273,14.928571428571429
2021-12-01,Paris Saint Germain,Nice,1.618,0.958,0,0,1.61794,0.957516,8.45,25.0
2021-12-01,Rennes,Lille,0.8,0.708,1,2,0.799539,0.708091,6.310344827586207,16.0
2021-12-04,Marseille,Brest,1.923,1.554,1,2,1.92281,0.793783,7.809523809523809,41.30769230769231
2021-12-04,Lille,Troyes,1.794,0.29,2,1,1.79406,0.28995,10.074074074074074,7.1923076923076925
2021-12-04,Lens,Paris Saint Germain,0.824,2.291,1,1,0.824432,2.29134,31.428571428571427,12.357142857142858
2021-12-05,Saint-Etienne,Rennes,0.358,3.115,0,5,0.357851,3.1151,12.130434782608695,10.5
2021-12-05,Reims,Angers,1.343,1.772,1,2,0.582643,1.01141,16.705882352941178,8.73913043478261
2021-12-05,Lorient,Nantes,0.62,0.269,0,1,0.619711,0.268938,12.578947368421053,13.521739130434783
2021-12-05,Monaco,Metz,1.914,0.548,4,0,1.15411,0.547708,3.9761904761904763,23.5
2021-12-05,Montpellier,Clermont Foot,0.856,0.394,1,0,0.855855,0.394172,7.256410256410256,11.107142857142858
2021-12-05,Nice,Strasbourg,1.368,2.726,0,3,1.36817,2.7263,16.166666666666668,15.68421052631579
2021-12-05,Bordeaux,Lyon,2.601,1.847,2,2,2.60089,1.84671,20.444444444444443,6.44
2021-12-10,Nantes,Lens,1.437,0.841,3,2,1.43665,0.840732,14.961538461538462,10.875
2021-12-11,Brest,Montpellier,0.691,1.676,0,4,0.691352,1.67645,10.3,14.4375
2021-12-11,Reims,Saint-Etienne,2.718,0.119,2,0,1.95743,0.119419,6.285714285714286,12.578947368421053
2021-12-12,Lille,Lyon,2.156,0.422,0,0,2.15596,0.422128,13.875,9.962962962962964
2021-12-12,Rennes,Nice,1.608,1.804,1,2,1.60766,1.0434,8.55,25.153846153846153
2021-12-12,Angers,Clermont Foot,1.527,1.707,0,1,1.52675,0.946606,11.055555555555555,22.6
2021-12-12,Troyes,Bordeaux,1.269,1.14,1,2,1.26919,1.13993,7.2727272727272725,16.176470588235293
2021-12-12,Metz,Lorient,1.142,1.707,4,1,1.14227,1.70684,12.5,6.714285714285714
2021-12-12,Strasbourg,Marseille,1.79,0.709,0,2,1.7897,0.708922,15.521739130434783,20.0
2021-12-12,Paris Saint Germain,Monaco,1.903,0.815,2,0,1.1428,0.815473,16.529411764705884,7.604166666666667
2021-12-22,Bordeaux,Lille,1.009,1.231,2,3,1.00922,0.471134,12.84,7.037037037037037
2021-12-22,Lorient,Paris Saint Germain,1.477,2.199,1,1,1.47671,2.19929,42.75,6.176470588235294
2021-12-22,Lyon,Metz,2.79,0.354,1,1,2.79025,0.353946,3.1176470588235294,13.612903225806452
2021-12-22,Marseille,Reims,1.705,1.057,1,1,0.945185,1.05686,8.421052631578947,31.363636363636363
2021-12-22,Monaco,Rennes,1.628,1.295,2,1,0.868092,1.29487,11.0,13.266666666666667
2021-12-22,Montpellier,Angers,0.999,0.747,4,1,0.998835,0.747023,13.25,9.62962962962963
2021-12-22,Nice,Lens,0.866,1.722,2,1,0.866194,1.72232,15.090909090909092,17.045454545454547
2021-12-22,Saint-Etienne,Nantes,1.007,0.791,0,1,1.00748,0.791261,10.789473684210526,10.185185185185185
2021-12-22,Troyes,Brest,1.059,0.661,1,1,1.05921,0.661085,6.36,36.4
2022-01-07,Bordeaux,Marseille,0.413,2.156,0,1,0.413069,2.1562,17.863636363636363,7.862068965517241
2022-01-08,Lens,Rennes,0.58,0.328,1,0,0.579974,0.32823,15.529411764705882,18.35
2022-01-09,Brest,Nice,1.617,1.449,0,3,1.61742,1.44947,8.0,29.25
2022-01-09,Metz,Strasbourg,0.271,3.704,0,2,0.2706,3.70382,20.705882352941178,24.5
2022-01-09,Clermont Foot,Reims,0.763,0.809,0,0,0.762901,0.808538,9.136363636363637,6.833333333333333
2022-01-09,Nantes,Monaco,0.365,0.695,0,0,0.364991,0.69482,13.083333333333334,7.391304347826087
2022-01-09,Lyon,Paris Saint Germain,1.036,1.129,1,1,1.03597,1.12874,20.210526315789473,6.645161290322581
2022-01-14,Nice,Nantes,2.277,0.397,2,1,1.51682,0.396645,21.384615384615383,12.826086956521738
2022-01-15,Saint-Etienne,Lens,0.951,0.747,1,2,0.950864,0.746899,14.576923076923077,8.148148148148149
2022-01-15,Paris Saint Germain,Brest,2.71,0.725,2,0,2.70951,0.724633,7.607142857142857,40.5
2022-01-16,Rennes,Bordeaux,4.078,0.413,6,0,4.07838,0.412647,6.323529411764706,19.714285714285715
2022-01-16,Lorient,Angers,0.481,0.555,0,0,0.480599,0.554657,8.454545454545455,13.095238095238095
2022-01-16,Monaco,Clermont Foot,4.259,0.249,4,0,3.49874,0.248903,8.466666666666667,11.863636363636363
2022-01-16,Reims,Metz,0.652,0.713,0,1,0.651857,0.713423,5.515151515151516,11.0
2022-01-16,Strasbourg,Montpellier,1.46,1.029,3,1,1.4597,1.02915,6.769230769230769,14.75
2022-01-16,Troyes,Lyon,0.485,3.027,0,1,0.485256,2.26678,18.2,9.064516129032258
2022-01-16,Marseille,Lille,1.627,0.967,1,1,1.62744,0.966892,4.423076923076923,37.714285714285715
2022-01-19,Clermont Foot,Strasbourg,0.348,1.749,0,2,0.348448,1.74904,15.375,9.054054054054054
2022-01-19,Montpellier,Troyes,0.575,0.548,0,1,0.575051,0.548481,12.454545454545455,15.619047619047619
2022-01-19,Lille,Lorient,1.586,1.218,3,1,1.58626,1.21798,21.2,21.210526315789473
2022-01-21,Lyon,Saint-Etienne,2.19,0.243,1,0,1.42999,0.242989,5.444444444444445,7.369565217391305
2022-01-22,Brest,Lille,1.294,1.375,2,0,0.53382,1.37501,17.25,9.181818181818182
2022-01-22,Lens,Marseille,0.618,1.355,0,2,0.618083,0.594817,34.4,16.31578947368421
2022-01-23,Metz,Nice,0.234,1.947,0,2,0.233858,1.18664,13.791666666666666,13.72
2022-01-23,Angers,Troyes,2.297,1.637,2,1,0.777251,1.63676,12.291666666666666,9.10344827586207
2022-01-23,Bordeaux,Strasbourg,1.654,1.49,4,3,1.65394,1.49036,15.470588235294118,6.166666666666667
2022-01-23,Clermont Foot,Rennes,1.098,2.491,2,1,1.09838,2.49108,9.08,7.863636363636363
2022-01-23,Nantes,Lorient,1.403,2.031,4,2,1.40263,2.03139,7.730769230769231,10.72
2022-01-23,Montpellier,Monaco,2.229,1.242,3,2,2.2292,1.24246,16.4,8.043478260869565
2022-01-23,Paris Saint Germain,Reims,2.953,0.344,4,0,2.95339,0.344474,9.48,18.5
2022-01-26,Angers,Saint-Etienne,0.354,0.352,0,1,0.354099,0.352428,11.64,10.84375
